type,name,amount,rate,duration,category,fixed_float,float_share,repricing_bucket,deposit_beta,stability,convexity
liability,Core Checking 2130,-3544383.95,0.0161,0,DEPOSITS,float,1.0,<1m,0.28,core,
liability,Core Checking 2131,-4237056.52,0.0107,0,DEPOSITS,float,1.0,<1m,0.15,core,
liability,Wholesale 2132,-354145.06,0.0222,31,WHOLESALE,float,0.92,5+y,,,
liability,Core Checking 2133,-4088349.12,0.0141,0,DEPOSITS,float,1.0,<1m,0.43,core,
liability,Core Checking 2134,-1310777.07,0.0151,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Core Checking 2135,-1790587.84,0.0199,0,DEPOSITS,float,1.0,<1m,0.34,core,
liability,Core Checking 2136,-2214426.53,0.0104,0,DEPOSITS,float,1.0,<1m,0.49,core,
liability,Core Checking 2137,-1383082.45,0.0131,0,DEPOSITS,float,1.0,<1m,0.27,core,
liability,Core Checking 2138,-2459117.76,0.019,0,DEPOSITS,float,1.0,<1m,0.13,core,
liability,Wholesale 2139,-721742.19,0.018,35,WHOLESALE,float,0.58,3-6m,,,
liability,Wholesale 2140,-443312.71,0.0446,28,WHOLESALE,fixed,0.0,1-3y,,,
liability,Core Checking 2141,-781660.56,0.0168,0,DEPOSITS,float,1.0,<1m,0.5,core,
liability,Wholesale 2142,-857610.01,0.0471,18,WHOLESALE,float,0.66,1-3m,,,
liability,Core Checking 2143,-801350.8,0.0072,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Noncore Checking 2144,-997539.06,0.0134,0,DEPOSITS,float,1.0,<1m,0.46,noncore,
liability,Core Checking 2145,-4195618.91,0.0087,0,DEPOSITS,float,1.0,<1m,0.29,core,
liability,Core Checking 2146,-1070577.93,0.0034,0,DEPOSITS,float,1.0,<1m,0.28,core,
liability,Core Checking 2147,-3216746.3,0.0102,0,DEPOSITS,float,1.0,<1m,0.11,core,
liability,Core Checking 2148,-2071582.64,0.014,0,DEPOSITS,float,1.0,<1m,0.67,core,
liability,Wholesale 2149,-2301497.88,0.046,35,WHOLESALE,fixed,0.0,5+y,,,
liability,Core Checking 2150,-2314029.04,0.0073,0,DEPOSITS,float,1.0,<1m,0.29,core,
liability,Core Checking 2151,-944287.26,0.0105,0,DEPOSITS,float,1.0,<1m,0.2,core,
liability,Core Checking 2152,-1723987.42,0.004,0,DEPOSITS,float,1.0,<1m,0.21,core,
liability,Core Checking 2153,-2759146.83,0.0043,0,DEPOSITS,float,1.0,<1m,0.66,core,
liability,Noncore Checking 2154,-649414.38,0.0175,0,DEPOSITS,float,1.0,<1m,0.19,noncore,
liability,Core Checking 2155,-586772.39,0.0048,0,DEPOSITS,float,1.0,<1m,0.58,core,
liability,Core Checking 2156,-3624512.26,0.0195,0,DEPOSITS,float,1.0,<1m,0.58,core,
liability,Core Checking 2157,-3272823.02,0.0082,0,DEPOSITS,float,1.0,<1m,0.13,core,
liability,Core Checking 2158,-3584481.58,0.0161,0,DEPOSITS,float,1.0,<1m,0.3,core,
liability,Noncore Checking 2159,-1839222.69,0.0025,0,DEPOSITS,float,1.0,<1m,0.15,noncore,
liability,Core Checking 2160,-4260418.51,0.0163,0,DEPOSITS,float,1.0,<1m,0.17,core,
liability,Core Checking 2161,-2989182.44,0.0031,0,DEPOSITS,float,1.0,<1m,0.17,core,
liability,Core Checking 2162,-4968867.25,0.0168,0,DEPOSITS,float,1.0,<1m,0.41,core,
liability,Core Checking 2163,-1231132.45,0.0041,0,DEPOSITS,float,1.0,<1m,0.36,core,
liability,Noncore Checking 2164,-2655173.57,0.0088,0,DEPOSITS,float,1.0,<1m,0.26,noncore,
liability,Wholesale 2165,-1943702.54,0.0371,12,WHOLESALE,fixed,0.0,<1m,,,
liability,Noncore Checking 2166,-3737330.75,0.0194,0,DEPOSITS,float,1.0,<1m,0.18,noncore,
liability,Noncore Checking 2167,-4998373.74,0.0177,0,DEPOSITS,float,1.0,<1m,0.39,noncore,
liability,Core Checking 2168,-2140266.88,0.0108,0,DEPOSITS,float,1.0,<1m,0.39,core,
liability,Wholesale 2169,-1948924.24,0.0232,4,WHOLESALE,float,0.86,6-12m,,,
liability,Core Checking 2170,-837774.41,0.0139,0,DEPOSITS,float,1.0,<1m,0.11,core,
liability,Core Checking 2171,-3777390.08,0.0188,0,DEPOSITS,float,1.0,<1m,0.41,core,
liability,Noncore Checking 2172,-2837227.33,0.0121,0,DEPOSITS,float,1.0,<1m,0.26,noncore,
liability,Wholesale 2173,-2726519.74,0.0391,16,WHOLESALE,float,0.32,5+y,,,
liability,Noncore Checking 2174,-966753.2,0.0121,0,DEPOSITS,float,1.0,<1m,0.63,noncore,
liability,Core Checking 2175,-1347230.51,0.0049,0,DEPOSITS,float,1.0,<1m,0.59,core,
liability,Core Checking 2176,-3311017.85,0.0107,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Noncore Checking 2177,-901552.6,0.0159,0,DEPOSITS,float,1.0,<1m,0.52,noncore,
liability,Wholesale 2178,-1290693.65,0.026,32,WHOLESALE,float,0.44,1-3m,,,
liability,Noncore Checking 2179,-3579540.8,0.0167,0,DEPOSITS,float,1.0,<1m,0.65,noncore,
liability,Core Checking 2180,-2402410.18,0.0106,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Noncore Checking 2181,-3422208.68,0.0074,0,DEPOSITS,float,1.0,<1m,0.36,noncore,
liability,Noncore Checking 2182,-2826279.53,0.0086,0,DEPOSITS,float,1.0,<1m,0.39,noncore,
liability,Core Checking 2183,-1769293.34,0.0123,0,DEPOSITS,float,1.0,<1m,0.46,core,
liability,Core Checking 2184,-2257821.08,0.0118,0,DEPOSITS,float,1.0,<1m,0.2,core,
liability,Core Checking 2185,-2560687.57,0.017,0,DEPOSITS,float,1.0,<1m,0.67,core,
liability,Wholesale 2186,-268008.0,0.0324,15,WHOLESALE,float,0.47,5+y,,,
liability,Core Checking 2187,-2917456.68,0.0146,0,DEPOSITS,float,1.0,<1m,0.26,core,
liability,Noncore Checking 2188,-2512926.24,0.0161,0,DEPOSITS,float,1.0,<1m,0.46,noncore,
liability,Noncore Checking 2189,-1440481.46,0.0149,0,DEPOSITS,float,1.0,<1m,0.65,noncore,
liability,Core Checking 2190,-2226718.98,0.005,0,DEPOSITS,float,1.0,<1m,0.15,core,
liability,Core Checking 2191,-524660.75,0.0058,0,DEPOSITS,float,1.0,<1m,0.54,core,
liability,Noncore Checking 2192,-1215788.19,0.009,0,DEPOSITS,float,1.0,<1m,0.28,noncore,
liability,Core Checking 2193,-788896.05,0.0033,0,DEPOSITS,float,1.0,<1m,0.6,core,
liability,Wholesale 2194,-1837958.76,0.0355,25,WHOLESALE,float,0.71,1-3y,,,
liability,Wholesale 2195,-2655784.46,0.016,35,WHOLESALE,float,0.79,3-5y,,,
liability,Wholesale 2196,-1735358.16,0.0442,31,WHOLESALE,fixed,0.0,6-12m,,,
liability,Core Checking 2197,-3096906.74,0.0185,0,DEPOSITS,float,1.0,<1m,0.34,core,
liability,Wholesale 2198,-983470.53,0.0213,19,WHOLESALE,fixed,0.0,1-3m,,,
liability,Core Checking 2199,-3214323.98,0.0134,0,DEPOSITS,float,1.0,<1m,0.35,core,
liability,Core Checking 2200,-4461396.8,0.0083,0,DEPOSITS,float,1.0,<1m,0.53,core,
liability,Core Checking 2201,-2287598.14,0.0173,0,DEPOSITS,float,1.0,<1m,0.22,core,
liability,Wholesale 2202,-1867765.74,0.039,16,WHOLESALE,fixed,0.0,5+y,,,
liability,Core Checking 2203,-4031570.56,0.0137,0,DEPOSITS,float,1.0,<1m,0.28,core,
liability,Core Checking 2204,-4484805.27,0.0192,0,DEPOSITS,float,1.0,<1m,0.22,core,
liability,Wholesale 2205,-2386671.88,0.0197,4,WHOLESALE,fixed,0.0,3-5y,,,
liability,Wholesale 2206,-520149.86,0.0493,28,WHOLESALE,fixed,0.0,6-12m,,,
liability,Core Checking 2207,-4874676.84,0.0014,0,DEPOSITS,float,1.0,<1m,0.17,core,
liability,Noncore Checking 2208,-2375715.74,0.0055,0,DEPOSITS,float,1.0,<1m,0.19,noncore,
liability,Core Checking 2209,-4824144.31,0.0086,0,DEPOSITS,float,1.0,<1m,0.25,core,
liability,Noncore Checking 2210,-4854504.29,0.0145,0,DEPOSITS,float,1.0,<1m,0.34,noncore,
liability,Core Checking 2211,-2261046.72,0.0042,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Core Checking 2212,-1608342.11,0.011,0,DEPOSITS,float,1.0,<1m,0.68,core,
liability,Wholesale 2213,-448840.52,0.0173,27,WHOLESALE,float,0.53,3-6m,,,
liability,Core Checking 2214,-3762183.72,0.01,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Core Checking 2215,-2997185.27,0.0014,0,DEPOSITS,float,1.0,<1m,0.32,core,
liability,Wholesale 2216,-1643170.19,0.0241,33,WHOLESALE,float,0.49,3-6m,,,
liability,Core Checking 2217,-917438.2,0.0112,0,DEPOSITS,float,1.0,<1m,0.46,core,
liability,Core Checking 2218,-1097416.36,0.0067,0,DEPOSITS,float,1.0,<1m,0.2,core,
liability,Core Checking 2219,-2483004.81,0.0112,0,DEPOSITS,float,1.0,<1m,0.35,core,
liability,Core Checking 2220,-3956537.18,0.0024,0,DEPOSITS,float,1.0,<1m,0.12,core,
liability,Noncore Checking 2221,-3545876.38,0.0075,0,DEPOSITS,float,1.0,<1m,0.11,noncore,
liability,Noncore Checking 2222,-4260616.37,0.0059,0,DEPOSITS,float,1.0,<1m,0.47,noncore,
liability,Core Checking 2223,-4562698.32,0.0127,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Noncore Checking 2224,-788400.7,0.0118,0,DEPOSITS,float,1.0,<1m,0.62,noncore,
liability,Wholesale 2225,-1516912.95,0.0188,18,WHOLESALE,float,0.89,<1m,,,
liability,Noncore Checking 2226,-3676316.08,0.0142,0,DEPOSITS,float,1.0,<1m,0.5,noncore,
liability,Wholesale 2227,-2116573.04,0.026,34,WHOLESALE,fixed,0.0,1-3y,,,
liability,Core Checking 2228,-4342189.43,0.0017,0,DEPOSITS,float,1.0,<1m,0.22,core,
liability,Core Checking 2229,-1459335.91,0.0081,0,DEPOSITS,float,1.0,<1m,0.49,core,
liability,Core Checking 2230,-1340833.38,0.0088,0,DEPOSITS,float,1.0,<1m,0.42,core,
liability,Wholesale 2231,-2489218.81,0.0154,4,WHOLESALE,float,0.34,1-3m,,,
liability,Noncore Checking 2232,-3291398.09,0.0128,0,DEPOSITS,float,1.0,<1m,0.63,noncore,
liability,Core Checking 2233,-2093165.63,0.0113,0,DEPOSITS,float,1.0,<1m,0.65,core,
liability,Core Checking 2234,-2569438.81,0.0038,0,DEPOSITS,float,1.0,<1m,0.24,core,
liability,Core Checking 2235,-2489566.03,0.0037,0,DEPOSITS,float,1.0,<1m,0.66,core,
liability,Noncore Checking 2236,-2027797.98,0.0109,0,DEPOSITS,float,1.0,<1m,0.36,noncore,
liability,Core Checking 2237,-644310.99,0.0163,0,DEPOSITS,float,1.0,<1m,0.1,core,
liability,Noncore Checking 2238,-3319387.42,0.0099,0,DEPOSITS,float,1.0,<1m,0.54,noncore,
liability,Core Checking 2239,-1574089.54,0.0126,0,DEPOSITS,float,1.0,<1m,0.13,core,
liability,Core Checking 2240,-4853608.83,0.0148,0,DEPOSITS,float,1.0,<1m,0.36,core,
liability,Core Checking 2241,-2574099.08,0.0123,0,DEPOSITS,float,1.0,<1m,0.23,core,
liability,Noncore Checking 2242,-4997067.54,0.0155,0,DEPOSITS,float,1.0,<1m,0.27,noncore,
liability,Core Checking 2243,-909999.29,0.0056,0,DEPOSITS,float,1.0,<1m,0.19,core,
liability,Noncore Checking 2244,-1631948.85,0.0063,0,DEPOSITS,float,1.0,<1m,0.52,noncore,
liability,Wholesale 2245,-591809.56,0.0439,35,WHOLESALE,fixed,0.0,3-5y,,,
liability,Wholesale 2246,-1134688.4,0.0449,31,WHOLESALE,fixed,0.0,3-6m,,,
liability,Noncore Checking 2247,-3180356.04,0.006,0,DEPOSITS,float,1.0,<1m,0.35,noncore,
liability,Noncore Checking 2248,-2265504.39,0.017,0,DEPOSITS,float,1.0,<1m,0.41,noncore,
liability,Core Checking 2249,-4396854.21,0.0053,0,DEPOSITS,float,1.0,<1m,0.22,core,
liability,Noncore Checking 2250,-3716758.14,0.0104,0,DEPOSITS,float,1.0,<1m,0.35,noncore,
liability,Wholesale 2251,-2828627.22,0.049,10,WHOLESALE,fixed,0.0,1-3m,,,
liability,Core Checking 2252,-3079523.03,0.0184,0,DEPOSITS,float,1.0,<1m,0.12,core,
liability,Noncore Checking 2253,-2600316.27,0.0195,0,DEPOSITS,float,1.0,<1m,0.11,noncore,
liability,Noncore Checking 2254,-4103834.6,0.0101,0,DEPOSITS,float,1.0,<1m,0.18,noncore,
liability,Core Checking 2255,-2418367.52,0.01,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Core Checking 2256,-1274707.04,0.0109,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Wholesale 2257,-650431.79,0.0407,26,WHOLESALE,fixed,0.0,<1m,,,
liability,Wholesale 2258,-1060732.86,0.04,8,WHOLESALE,fixed,0.0,5+y,,,
liability,Noncore Checking 2259,-3936525.13,0.0178,0,DEPOSITS,float,1.0,<1m,0.67,noncore,
liability,Core Checking 2260,-2013898.28,0.0017,0,DEPOSITS,float,1.0,<1m,0.68,core,
liability,Noncore Checking 2261,-796424.01,0.0082,0,DEPOSITS,float,1.0,<1m,0.63,noncore,
liability,Wholesale 2262,-776097.37,0.0476,8,WHOLESALE,fixed,0.0,1-3m,,,
liability,Core Checking 2263,-987923.3,0.0122,0,DEPOSITS,float,1.0,<1m,0.62,core,
liability,Wholesale 2264,-1899259.71,0.044,7,WHOLESALE,float,0.57,6-12m,,,
liability,Core Checking 2265,-1196521.35,0.0109,0,DEPOSITS,float,1.0,<1m,0.63,core,
liability,Wholesale 2266,-2177201.59,0.0305,23,WHOLESALE,fixed,0.0,6-12m,,,
liability,Noncore Checking 2267,-4162684.25,0.0061,0,DEPOSITS,float,1.0,<1m,0.34,noncore,
liability,Core Checking 2268,-3926210.69,0.0169,0,DEPOSITS,float,1.0,<1m,0.17,core,
liability,Core Checking 2269,-2021560.62,0.0098,0,DEPOSITS,float,1.0,<1m,0.3,core,
liability,Core Checking 2270,-4098972.67,0.0069,0,DEPOSITS,float,1.0,<1m,0.68,core,
liability,Noncore Checking 2271,-3907777.99,0.0191,0,DEPOSITS,float,1.0,<1m,0.7,noncore,
liability,Core Checking 2272,-3405008.98,0.0046,0,DEPOSITS,float,1.0,<1m,0.14,core,
liability,Core Checking 2273,-752579.08,0.008,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Core Checking 2274,-4893418.09,0.0121,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Core Checking 2275,-3470834.81,0.0128,0,DEPOSITS,float,1.0,<1m,0.14,core,
liability,Core Checking 2276,-2162190.02,0.0036,0,DEPOSITS,float,1.0,<1m,0.16,core,
liability,Core Checking 2277,-2905957.68,0.009,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Core Checking 2278,-1307424.52,0.0015,0,DEPOSITS,float,1.0,<1m,0.57,core,
liability,Core Checking 2279,-4826230.78,0.01,0,DEPOSITS,float,1.0,<1m,0.26,core,
liability,Core Checking 2280,-3389555.77,0.0065,0,DEPOSITS,float,1.0,<1m,0.52,core,
liability,Wholesale 2281,-368957.35,0.0251,18,WHOLESALE,float,0.46,5+y,,,
liability,Core Checking 2282,-1601898.74,0.0069,0,DEPOSITS,float,1.0,<1m,0.49,core,
liability,Core Checking 2283,-4806133.23,0.0098,0,DEPOSITS,float,1.0,<1m,0.32,core,
liability,Wholesale 2284,-1863947.37,0.0445,20,WHOLESALE,fixed,0.0,6-12m,,,
liability,Wholesale 2285,-1391340.03,0.0272,26,WHOLESALE,fixed,0.0,5+y,,,
liability,Core Checking 2286,-3149881.83,0.0149,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Core Checking 2287,-4310474.16,0.0181,0,DEPOSITS,float,1.0,<1m,0.25,core,
liability,Core Checking 2288,-2876248.36,0.0047,0,DEPOSITS,float,1.0,<1m,0.25,core,
liability,Noncore Checking 2289,-2139389.24,0.0072,0,DEPOSITS,float,1.0,<1m,0.59,noncore,
liability,Noncore Checking 2290,-4310746.46,0.0144,0,DEPOSITS,float,1.0,<1m,0.5,noncore,
liability,Core Checking 2291,-4841671.51,0.0052,0,DEPOSITS,float,1.0,<1m,0.48,core,
liability,Core Checking 2292,-1137414.84,0.0174,0,DEPOSITS,float,1.0,<1m,0.29,core,
liability,Core Checking 2293,-2898685.0,0.0152,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Core Checking 2294,-920439.46,0.0085,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Core Checking 2295,-2425758.46,0.0181,0,DEPOSITS,float,1.0,<1m,0.37,core,
liability,Noncore Checking 2296,-2805577.87,0.0184,0,DEPOSITS,float,1.0,<1m,0.35,noncore,
liability,Noncore Checking 2297,-3672436.02,0.0083,0,DEPOSITS,float,1.0,<1m,0.16,noncore,
liability,Wholesale 2298,-2206240.0,0.0483,12,WHOLESALE,fixed,0.0,<1m,,,
liability,Noncore Checking 2299,-1153864.33,0.0157,0,DEPOSITS,float,1.0,<1m,0.57,noncore,
liability,Wholesale 2300,-2210920.89,0.0321,12,WHOLESALE,float,0.94,1-3m,,,
liability,Core Checking 2301,-2308700.47,0.0105,0,DEPOSITS,float,1.0,<1m,0.23,core,
liability,Core Checking 2302,-1253582.74,0.0119,0,DEPOSITS,float,1.0,<1m,0.48,core,
liability,Core Checking 2303,-2017825.46,0.0149,0,DEPOSITS,float,1.0,<1m,0.42,core,
liability,Noncore Checking 2304,-3031091.98,0.0024,0,DEPOSITS,float,1.0,<1m,0.31,noncore,
liability,Wholesale 2305,-1447749.32,0.0455,27,WHOLESALE,float,0.57,<1m,,,
liability,Noncore Checking 2306,-671049.17,0.0089,0,DEPOSITS,float,1.0,<1m,0.2,noncore,
liability,Core Checking 2307,-3250513.5,0.0112,0,DEPOSITS,float,1.0,<1m,0.53,core,
liability,Wholesale 2308,-1871445.98,0.02,1,WHOLESALE,float,0.33,3-6m,,,
liability,Noncore Checking 2309,-2894294.31,0.0173,0,DEPOSITS,float,1.0,<1m,0.49,noncore,
liability,Core Checking 2310,-3081764.69,0.0093,0,DEPOSITS,float,1.0,<1m,0.16,core,
liability,Noncore Checking 2311,-3930243.55,0.0041,0,DEPOSITS,float,1.0,<1m,0.37,noncore,
liability,Noncore Checking 2312,-704099.13,0.0044,0,DEPOSITS,float,1.0,<1m,0.16,noncore,
liability,Core Checking 2313,-2079382.61,0.0155,0,DEPOSITS,float,1.0,<1m,0.23,core,
liability,Noncore Checking 2314,-775195.17,0.0084,0,DEPOSITS,float,1.0,<1m,0.26,noncore,
liability,Core Checking 2315,-4154333.97,0.0176,0,DEPOSITS,float,1.0,<1m,0.58,core,
liability,Core Checking 2316,-2461739.75,0.01,0,DEPOSITS,float,1.0,<1m,0.42,core,
liability,Noncore Checking 2317,-2914672.31,0.0133,0,DEPOSITS,float,1.0,<1m,0.3,noncore,
liability,Noncore Checking 2318,-712769.35,0.0122,0,DEPOSITS,float,1.0,<1m,0.63,noncore,
liability,Wholesale 2319,-1376903.22,0.0256,27,WHOLESALE,fixed,0.0,3-6m,,,
liability,Core Checking 2320,-2628713.42,0.0188,0,DEPOSITS,float,1.0,<1m,0.32,core,
liability,Core Checking 2321,-1574775.35,0.0193,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Core Checking 2322,-4620426.44,0.0027,0,DEPOSITS,float,1.0,<1m,0.27,core,
liability,Core Checking 2323,-1894675.33,0.0165,0,DEPOSITS,float,1.0,<1m,0.55,core,
liability,Noncore Checking 2324,-3401769.04,0.0021,0,DEPOSITS,float,1.0,<1m,0.44,noncore,
liability,Core Checking 2325,-1955595.37,0.005,0,DEPOSITS,float,1.0,<1m,0.6,core,
liability,Core Checking 2326,-754189.99,0.0061,0,DEPOSITS,float,1.0,<1m,0.27,core,
liability,Core Checking 2327,-2994332.28,0.0159,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Wholesale 2328,-844588.48,0.017,31,WHOLESALE,fixed,0.0,3-5y,,,
liability,Core Checking 2329,-4033275.22,0.007,0,DEPOSITS,float,1.0,<1m,0.35,core,
liability,Core Checking 2330,-3400416.64,0.0121,0,DEPOSITS,float,1.0,<1m,0.23,core,
liability,Noncore Checking 2331,-4334813.7,0.0159,0,DEPOSITS,float,1.0,<1m,0.69,noncore,
liability,Wholesale 2332,-1889810.52,0.0156,35,WHOLESALE,fixed,0.0,<1m,,,
liability,Core Checking 2333,-2272063.93,0.0088,0,DEPOSITS,float,1.0,<1m,0.66,core,
liability,Core Checking 2334,-641979.81,0.0021,0,DEPOSITS,float,1.0,<1m,0.26,core,
liability,Noncore Checking 2335,-3990903.43,0.0167,0,DEPOSITS,float,1.0,<1m,0.63,noncore,
liability,Core Checking 2336,-2837237.18,0.0057,0,DEPOSITS,float,1.0,<1m,0.58,core,
liability,Core Checking 2337,-1060613.68,0.0175,0,DEPOSITS,float,1.0,<1m,0.63,core,
liability,Wholesale 2338,-1714600.42,0.0328,9,WHOLESALE,float,0.31,6-12m,,,
liability,Core Checking 2339,-1396163.46,0.0195,0,DEPOSITS,float,1.0,<1m,0.25,core,
liability,Core Checking 2340,-4217734.16,0.0194,0,DEPOSITS,float,1.0,<1m,0.49,core,
liability,Core Checking 2341,-4966268.33,0.0119,0,DEPOSITS,float,1.0,<1m,0.27,core,
liability,Core Checking 2342,-4076691.42,0.0073,0,DEPOSITS,float,1.0,<1m,0.19,core,
liability,Noncore Checking 2343,-1943937.93,0.0139,0,DEPOSITS,float,1.0,<1m,0.45,noncore,
liability,Noncore Checking 2344,-4235718.82,0.0109,0,DEPOSITS,float,1.0,<1m,0.66,noncore,
liability,Core Checking 2345,-3537216.49,0.0048,0,DEPOSITS,float,1.0,<1m,0.51,core,
liability,Wholesale 2346,-1323193.31,0.0372,10,WHOLESALE,float,0.56,3-6m,,,
liability,Core Checking 2347,-1525000.38,0.0028,0,DEPOSITS,float,1.0,<1m,0.41,core,
liability,Core Checking 2348,-1444300.91,0.0046,0,DEPOSITS,float,1.0,<1m,0.34,core,
liability,Core Checking 2349,-2160896.36,0.013,0,DEPOSITS,float,1.0,<1m,0.36,core,
liability,Core Checking 2350,-4624226.4,0.0196,0,DEPOSITS,float,1.0,<1m,0.16,core,
liability,Core Checking 2351,-2105824.36,0.0173,0,DEPOSITS,float,1.0,<1m,0.55,core,
liability,Core Checking 2352,-2550693.82,0.0158,0,DEPOSITS,float,1.0,<1m,0.32,core,
liability,Core Checking 2353,-1165187.99,0.0018,0,DEPOSITS,float,1.0,<1m,0.39,core,
liability,Noncore Checking 2354,-4973948.43,0.012,0,DEPOSITS,float,1.0,<1m,0.49,noncore,
liability,Wholesale 2355,-2889558.53,0.0436,22,WHOLESALE,fixed,0.0,1-3m,,,
liability,Core Checking 2356,-2358689.5,0.0097,0,DEPOSITS,float,1.0,<1m,0.33,core,
liability,Core Checking 2357,-3195645.8,0.0029,0,DEPOSITS,float,1.0,<1m,0.21,core,
liability,Noncore Checking 2358,-2952259.92,0.0073,0,DEPOSITS,float,1.0,<1m,0.41,noncore,
liability,Noncore Checking 2359,-4816629.06,0.0057,0,DEPOSITS,float,1.0,<1m,0.29,noncore,
liability,Core Checking 2360,-2068278.64,0.0155,0,DEPOSITS,float,1.0,<1m,0.57,core,
liability,Noncore Checking 2361,-1434815.98,0.0192,0,DEPOSITS,float,1.0,<1m,0.43,noncore,
liability,Core Checking 2362,-1364957.92,0.0075,0,DEPOSITS,float,1.0,<1m,0.14,core,
liability,Core Checking 2363,-1414448.8,0.0135,0,DEPOSITS,float,1.0,<1m,0.58,core,
liability,Wholesale 2364,-747868.19,0.043,33,WHOLESALE,float,0.58,1-3y,,,
liability,Core Checking 2365,-2251378.0,0.0194,0,DEPOSITS,float,1.0,<1m,0.24,core,
liability,Core Checking 2366,-3834564.51,0.0141,0,DEPOSITS,float,1.0,<1m,0.24,core,
liability,Core Checking 2367,-2096132.82,0.0091,0,DEPOSITS,float,1.0,<1m,0.28,core,
liability,Noncore Checking 2368,-3289524.14,0.01,0,DEPOSITS,float,1.0,<1m,0.57,noncore,
liability,Noncore Checking 2369,-2902795.93,0.0048,0,DEPOSITS,float,1.0,<1m,0.65,noncore,
liability,Noncore Checking 2370,-4540014.53,0.0055,0,DEPOSITS,float,1.0,<1m,0.15,noncore,
liability,Core Checking 2371,-1090388.34,0.0058,0,DEPOSITS,float,1.0,<1m,0.58,core,
liability,Noncore Checking 2372,-4563092.72,0.0053,0,DEPOSITS,float,1.0,<1m,0.54,noncore,
liability,Core Checking 2373,-4053272.25,0.0092,0,DEPOSITS,float,1.0,<1m,0.26,core,
liability,Noncore Checking 2374,-3470732.49,0.0108,0,DEPOSITS,float,1.0,<1m,0.47,noncore,
liability,Core Checking 2375,-4825733.89,0.0013,0,DEPOSITS,float,1.0,<1m,0.5,core,
liability,Core Checking 2376,-4310350.12,0.0038,0,DEPOSITS,float,1.0,<1m,0.21,core,
liability,Wholesale 2377,-2640121.65,0.0353,8,WHOLESALE,fixed,0.0,3-5y,,,
liability,Noncore Checking 2378,-3960279.05,0.015,0,DEPOSITS,float,1.0,<1m,0.29,noncore,
liability,Core Checking 2379,-2429130.49,0.0071,0,DEPOSITS,float,1.0,<1m,0.6,core,
liability,Core Checking 2380,-4490943.01,0.0078,0,DEPOSITS,float,1.0,<1m,0.48,core,
liability,Core Checking 2381,-2217125.06,0.0172,0,DEPOSITS,float,1.0,<1m,0.59,core,
liability,Wholesale 2382,-1128654.96,0.0377,13,WHOLESALE,fixed,0.0,1-3y,,,
liability,Wholesale 2383,-2088971.5,0.0159,29,WHOLESALE,float,0.61,3-5y,,,
liability,Wholesale 2384,-1196038.34,0.0276,25,WHOLESALE,float,0.99,1-3m,,,
liability,Core Checking 2385,-1918183.11,0.0039,0,DEPOSITS,float,1.0,<1m,0.7,core,
liability,Noncore Checking 2386,-1297987.42,0.0027,0,DEPOSITS,float,1.0,<1m,0.39,noncore,
liability,Wholesale 2387,-2622293.4,0.0257,31,WHOLESALE,float,0.59,5+y,,,
liability,Core Checking 2388,-1606637.15,0.002,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Noncore Checking 2389,-2875064.58,0.0151,0,DEPOSITS,float,1.0,<1m,0.13,noncore,
liability,Noncore Checking 2390,-3305619.33,0.0028,0,DEPOSITS,float,1.0,<1m,0.22,noncore,
liability,Core Checking 2391,-733255.43,0.0044,0,DEPOSITS,float,1.0,<1m,0.68,core,
liability,Core Checking 2392,-748294.46,0.0087,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Noncore Checking 2393,-4682536.82,0.01,0,DEPOSITS,float,1.0,<1m,0.18,noncore,
liability,Core Checking 2394,-3346868.8,0.0134,0,DEPOSITS,float,1.0,<1m,0.54,core,
liability,Core Checking 2395,-2349037.13,0.012,0,DEPOSITS,float,1.0,<1m,0.25,core,
liability,Core Checking 2396,-3055238.47,0.0029,0,DEPOSITS,float,1.0,<1m,0.35,core,
liability,Core Checking 2397,-2229488.37,0.0133,0,DEPOSITS,float,1.0,<1m,0.59,core,
liability,Core Checking 2398,-3862995.72,0.0045,0,DEPOSITS,float,1.0,<1m,0.28,core,
liability,Noncore Checking 2399,-1366191.03,0.0039,0,DEPOSITS,float,1.0,<1m,0.55,noncore,
liability,Noncore Checking 2400,-1218687.79,0.0071,0,DEPOSITS,float,1.0,<1m,0.37,noncore,
