type,name,amount,rate,duration,category,fixed_float,float_share,repricing_bucket,deposit_beta,stability,convexity
liability,Core Checking 29,-1211926.12,0.0086,0,DEPOSITS,float,1.0,<1m,0.14,core,
liability,Core Checking 30,-2580253.58,0.0028,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Noncore Checking 31,-4550569.32,0.0098,0,DEPOSITS,float,1.0,<1m,0.15,noncore,
liability,Noncore Checking 32,-4628571.58,0.0185,0,DEPOSITS,float,1.0,<1m,0.56,noncore,
liability,Core Checking 33,-1979242.87,0.007,0,DEPOSITS,float,1.0,<1m,0.7,core,
liability,Core Checking 34,-3660308.77,0.01,0,DEPOSITS,float,1.0,<1m,0.27,core,
liability,Core Checking 35,-1200835.03,0.0099,0,DEPOSITS,float,1.0,<1m,0.48,core,
liability,Core Checking 36,-640954.64,0.0124,0,DEPOSITS,float,1.0,<1m,0.33,core,
liability,Wholesale 37,-1212179.72,0.0301,14,WHOLESALE,float,0.45,5+y,,,
liability,Core Checking 38,-3913773.77,0.009,0,DEPOSITS,float,1.0,<1m,0.25,core,
liability,Core Checking 39,-1137820.52,0.0062,0,DEPOSITS,float,1.0,<1m,0.15,core,
liability,Wholesale 40,-1463978.61,0.0297,17,WHOLESALE,fixed,0.0,1-3m,,,
liability,Noncore Checking 41,-915985.67,0.0181,0,DEPOSITS,float,1.0,<1m,0.31,noncore,
liability,Noncore Checking 42,-1240399.77,0.0076,0,DEPOSITS,float,1.0,<1m,0.35,noncore,
liability,Core Checking 43,-3599737.22,0.0041,0,DEPOSITS,float,1.0,<1m,0.52,core,
liability,Core Checking 44,-3618056.47,0.0084,0,DEPOSITS,float,1.0,<1m,0.11,core,
liability,Noncore Checking 45,-3187078.87,0.0025,0,DEPOSITS,float,1.0,<1m,0.5,noncore,
liability,Noncore Checking 46,-1956796.59,0.0197,0,DEPOSITS,float,1.0,<1m,0.66,noncore,
liability,Noncore Checking 47,-3815236.79,0.007,0,DEPOSITS,float,1.0,<1m,0.19,noncore,
liability,Core Checking 48,-1163689.64,0.0174,0,DEPOSITS,float,1.0,<1m,0.17,core,
liability,Wholesale 49,-1337882.59,0.0332,29,WHOLESALE,fixed,0.0,5+y,,,
liability,Wholesale 50,-1976020.55,0.0374,3,WHOLESALE,fixed,0.0,1-3m,,,
liability,Noncore Checking 51,-1344456.24,0.0142,0,DEPOSITS,float,1.0,<1m,0.56,noncore,
liability,Noncore Checking 52,-1472617.78,0.005,0,DEPOSITS,float,1.0,<1m,0.21,noncore,
liability,Noncore Checking 53,-4797970.05,0.008,0,DEPOSITS,float,1.0,<1m,0.32,noncore,
liability,Core Checking 54,-1881344.4,0.0166,0,DEPOSITS,float,1.0,<1m,0.17,core,
liability,Core Checking 55,-4995716.76,0.0089,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Noncore Checking 56,-2416321.38,0.0195,0,DEPOSITS,float,1.0,<1m,0.3,noncore,
liability,Wholesale 57,-1484705.98,0.0281,35,WHOLESALE,fixed,0.0,6-12m,,,
liability,Core Checking 58,-4302912.24,0.0141,0,DEPOSITS,float,1.0,<1m,0.36,core,
liability,Core Checking 59,-3291694.2,0.0186,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Wholesale 60,-2456631.34,0.0186,27,WHOLESALE,fixed,0.0,<1m,,,
liability,Core Checking 61,-3882770.41,0.0186,0,DEPOSITS,float,1.0,<1m,0.16,core,
liability,Core Checking 62,-3115551.12,0.0016,0,DEPOSITS,float,1.0,<1m,0.27,core,
liability,Core Checking 63,-1502957.17,0.0096,0,DEPOSITS,float,1.0,<1m,0.33,core,
liability,Core Checking 64,-2613084.09,0.0034,0,DEPOSITS,float,1.0,<1m,0.68,core,
liability,Wholesale 65,-1356217.28,0.0437,24,WHOLESALE,float,0.31,5+y,,,
liability,Core Checking 66,-1776219.9,0.0177,0,DEPOSITS,float,1.0,<1m,0.26,core,
liability,Noncore Checking 67,-4078121.94,0.0089,0,DEPOSITS,float,1.0,<1m,0.24,noncore,
liability,Wholesale 68,-1360758.65,0.0155,24,WHOLESALE,fixed,0.0,5+y,,,
liability,Noncore Checking 69,-4190154.76,0.0124,0,DEPOSITS,float,1.0,<1m,0.3,noncore,
liability,Wholesale 70,-2979921.55,0.0235,26,WHOLESALE,float,0.43,5+y,,,
liability,Core Checking 71,-4693731.65,0.0092,0,DEPOSITS,float,1.0,<1m,0.66,core,
liability,Core Checking 72,-3776507.18,0.0087,0,DEPOSITS,float,1.0,<1m,0.29,core,
liability,Core Checking 73,-1539362.77,0.0145,0,DEPOSITS,float,1.0,<1m,0.18,core,
liability,Core Checking 74,-3096201.86,0.0084,0,DEPOSITS,float,1.0,<1m,0.56,core,
liability,Wholesale 75,-2544546.06,0.0206,6,WHOLESALE,float,0.44,<1m,,,
liability,Core Checking 76,-3330023.57,0.0123,0,DEPOSITS,float,1.0,<1m,0.12,core,
liability,Noncore Checking 77,-4642674.77,0.0025,0,DEPOSITS,float,1.0,<1m,0.33,noncore,
liability,Noncore Checking 78,-1087466.07,0.0096,0,DEPOSITS,float,1.0,<1m,0.48,noncore,
liability,Core Checking 79,-1578748.48,0.0181,0,DEPOSITS,float,1.0,<1m,0.28,core,
liability,Core Checking 80,-1603644.88,0.0158,0,DEPOSITS,float,1.0,<1m,0.57,core,
liability,Noncore Checking 81,-3466659.63,0.0062,0,DEPOSITS,float,1.0,<1m,0.66,noncore,
liability,Noncore Checking 82,-3372739.56,0.012,0,DEPOSITS,float,1.0,<1m,0.16,noncore,
liability,Core Checking 83,-3181524.99,0.003,0,DEPOSITS,float,1.0,<1m,0.27,core,
liability,Wholesale 84,-459775.99,0.0323,14,WHOLESALE,float,0.94,6-12m,,,
liability,Core Checking 85,-4079486.55,0.0089,0,DEPOSITS,float,1.0,<1m,0.39,core,
liability,Noncore Checking 86,-1446331.88,0.009,0,DEPOSITS,float,1.0,<1m,0.63,noncore,
liability,Noncore Checking 87,-2528953.38,0.0041,0,DEPOSITS,float,1.0,<1m,0.28,noncore,
liability,Wholesale 88,-2047065.9,0.0371,8,WHOLESALE,fixed,0.0,3-6m,,,
liability,Wholesale 89,-1554950.78,0.0365,11,WHOLESALE,fixed,0.0,1-3y,,,
liability,Noncore Checking 90,-4669624.31,0.0047,0,DEPOSITS,float,1.0,<1m,0.12,noncore,
liability,Core Checking 91,-2802851.24,0.0039,0,DEPOSITS,float,1.0,<1m,0.62,core,
liability,Core Checking 92,-1476310.03,0.0072,0,DEPOSITS,float,1.0,<1m,0.23,core,
liability,Noncore Checking 93,-4729316.47,0.0061,0,DEPOSITS,float,1.0,<1m,0.39,noncore,
liability,Wholesale 94,-1175949.46,0.0343,32,WHOLESALE,float,0.63,6-12m,,,
liability,Core Checking 95,-2299739.68,0.0047,0,DEPOSITS,float,1.0,<1m,0.2,core,
liability,Noncore Checking 96,-4492917.01,0.0063,0,DEPOSITS,float,1.0,<1m,0.34,noncore,
liability,Noncore Checking 97,-3949019.9,0.0069,0,DEPOSITS,float,1.0,<1m,0.58,noncore,
liability,Wholesale 98,-1565929.01,0.0459,18,WHOLESALE,float,0.72,5+y,,,
liability,Core Checking 99,-984016.0,0.0083,0,DEPOSITS,float,1.0,<1m,0.22,core,
liability,Core Checking 100,-4540526.05,0.0166,0,DEPOSITS,float,1.0,<1m,0.37,core,
liability,Wholesale 101,-2882672.83,0.0239,34,WHOLESALE,float,0.51,3-6m,,,
liability,Core Checking 102,-1015924.79,0.0164,0,DEPOSITS,float,1.0,<1m,0.36,core,
liability,Core Checking 103,-1603931.65,0.0051,0,DEPOSITS,float,1.0,<1m,0.32,core,
liability,Core Checking 104,-1915038.03,0.0012,0,DEPOSITS,float,1.0,<1m,0.51,core,
liability,Noncore Checking 105,-1461975.92,0.0118,0,DEPOSITS,float,1.0,<1m,0.29,noncore,
liability,Core Checking 106,-798058.14,0.0064,0,DEPOSITS,float,1.0,<1m,0.23,core,
liability,Core Checking 107,-3024314.15,0.0146,0,DEPOSITS,float,1.0,<1m,0.67,core,
liability,Noncore Checking 108,-3521052.35,0.0119,0,DEPOSITS,float,1.0,<1m,0.49,noncore,
liability,Noncore Checking 109,-2458425.05,0.0165,0,DEPOSITS,float,1.0,<1m,0.22,noncore,
liability,Core Checking 110,-2722704.18,0.0019,0,DEPOSITS,float,1.0,<1m,0.26,core,
liability,Core Checking 111,-2537532.98,0.0124,0,DEPOSITS,float,1.0,<1m,0.45,core,
liability,Core Checking 112,-595709.14,0.0013,0,DEPOSITS,float,1.0,<1m,0.57,core,
liability,Noncore Checking 113,-520911.57,0.0098,0,DEPOSITS,float,1.0,<1m,0.18,noncore,
liability,Wholesale 114,-303622.95,0.0337,22,WHOLESALE,fixed,0.0,3-5y,,,
liability,Core Checking 115,-2614520.08,0.0168,0,DEPOSITS,float,1.0,<1m,0.35,core,
liability,Core Checking 116,-1927353.48,0.0076,0,DEPOSITS,float,1.0,<1m,0.15,core,
liability,Noncore Checking 117,-2722183.7,0.0019,0,DEPOSITS,float,1.0,<1m,0.28,noncore,
liability,Wholesale 118,-1581342.55,0.0374,24,WHOLESALE,fixed,0.0,1-3y,,,
liability,Core Checking 119,-1508064.61,0.0167,0,DEPOSITS,float,1.0,<1m,0.18,core,
liability,Wholesale 120,-2611888.56,0.0403,11,WHOLESALE,fixed,0.0,<1m,,,
liability,Core Checking 121,-4560244.18,0.008,0,DEPOSITS,float,1.0,<1m,0.64,core,
liability,Wholesale 122,-2815509.0,0.0454,3,WHOLESALE,float,0.92,<1m,,,
liability,Core Checking 123,-1869305.42,0.006,0,DEPOSITS,float,1.0,<1m,0.51,core,
liability,Noncore Checking 124,-2208004.09,0.0143,0,DEPOSITS,float,1.0,<1m,0.65,noncore,
liability,Noncore Checking 125,-1039556.39,0.0071,0,DEPOSITS,float,1.0,<1m,0.19,noncore,
liability,Noncore Checking 126,-4325691.65,0.018,0,DEPOSITS,float,1.0,<1m,0.48,noncore,
liability,Noncore Checking 127,-2847936.66,0.0056,0,DEPOSITS,float,1.0,<1m,0.39,noncore,
liability,Core Checking 128,-1762437.21,0.0157,0,DEPOSITS,float,1.0,<1m,0.39,core,
liability,Core Checking 129,-3947908.92,0.0145,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Noncore Checking 130,-1590693.16,0.0133,0,DEPOSITS,float,1.0,<1m,0.61,noncore,
liability,Noncore Checking 131,-838149.81,0.0104,0,DEPOSITS,float,1.0,<1m,0.23,noncore,
liability,Noncore Checking 132,-2606676.76,0.0083,0,DEPOSITS,float,1.0,<1m,0.39,noncore,
liability,Core Checking 133,-4162979.38,0.0155,0,DEPOSITS,float,1.0,<1m,0.41,core,
liability,Core Checking 134,-4749716.11,0.0145,0,DEPOSITS,float,1.0,<1m,0.49,core,
liability,Noncore Checking 135,-975472.14,0.0035,0,DEPOSITS,float,1.0,<1m,0.65,noncore,
liability,Core Checking 136,-2535943.52,0.0128,0,DEPOSITS,float,1.0,<1m,0.22,core,
liability,Core Checking 137,-808876.9,0.009,0,DEPOSITS,float,1.0,<1m,0.51,core,
liability,Wholesale 138,-1816278.39,0.0186,8,WHOLESALE,float,0.91,1-3m,,,
liability,Core Checking 139,-2573810.69,0.0061,0,DEPOSITS,float,1.0,<1m,0.39,core,
liability,Core Checking 140,-2083805.71,0.0032,0,DEPOSITS,float,1.0,<1m,0.43,core,
liability,Core Checking 141,-1454297.12,0.0085,0,DEPOSITS,float,1.0,<1m,0.36,core,
liability,Core Checking 142,-2486032.69,0.008,0,DEPOSITS,float,1.0,<1m,0.13,core,
liability,Core Checking 143,-4676089.82,0.0047,0,DEPOSITS,float,1.0,<1m,0.21,core,
liability,Core Checking 144,-1741665.65,0.0125,0,DEPOSITS,float,1.0,<1m,0.41,core,
liability,Core Checking 145,-724421.52,0.0057,0,DEPOSITS,float,1.0,<1m,0.17,core,
liability,Core Checking 146,-4527763.07,0.0119,0,DEPOSITS,float,1.0,<1m,0.24,core,
liability,Core Checking 147,-1739567.65,0.0178,0,DEPOSITS,float,1.0,<1m,0.52,core,
liability,Core Checking 148,-2267984.41,0.0052,0,DEPOSITS,float,1.0,<1m,0.59,core,
liability,Noncore Checking 149,-2728272.47,0.0042,0,DEPOSITS,float,1.0,<1m,0.22,noncore,
liability,Noncore Checking 150,-3676340.06,0.0065,0,DEPOSITS,float,1.0,<1m,0.1,noncore,
liability,Core Checking 151,-4585020.98,0.0128,0,DEPOSITS,float,1.0,<1m,0.54,core,
liability,Wholesale 152,-2126220.58,0.021,11,WHOLESALE,fixed,0.0,1-3m,,,
liability,Core Checking 153,-2548473.44,0.0193,0,DEPOSITS,float,1.0,<1m,0.5,core,
liability,Core Checking 154,-593720.81,0.0195,0,DEPOSITS,float,1.0,<1m,0.63,core,
liability,Core Checking 155,-3921173.39,0.0012,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Core Checking 156,-504529.13,0.0176,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Core Checking 157,-578258.7,0.0139,0,DEPOSITS,float,1.0,<1m,0.27,core,
liability,Core Checking 158,-2764159.12,0.0153,0,DEPOSITS,float,1.0,<1m,0.57,core,
liability,Core Checking 159,-4117516.78,0.0074,0,DEPOSITS,float,1.0,<1m,0.39,core,
liability,Core Checking 160,-2955717.83,0.0136,0,DEPOSITS,float,1.0,<1m,0.25,core,
liability,Core Checking 161,-4224872.65,0.0067,0,DEPOSITS,float,1.0,<1m,0.3,core,
liability,Core Checking 162,-3487716.61,0.0174,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Core Checking 163,-1714718.51,0.0109,0,DEPOSITS,float,1.0,<1m,0.48,core,
liability,Core Checking 164,-2346435.26,0.0052,0,DEPOSITS,float,1.0,<1m,0.7,core,
liability,Core Checking 165,-639071.04,0.012,0,DEPOSITS,float,1.0,<1m,0.52,core,
liability,Core Checking 166,-1428383.84,0.0027,0,DEPOSITS,float,1.0,<1m,0.65,core,
liability,Core Checking 167,-985692.46,0.0062,0,DEPOSITS,float,1.0,<1m,0.48,core,
liability,Core Checking 168,-4605757.03,0.0198,0,DEPOSITS,float,1.0,<1m,0.63,core,
liability,Core Checking 169,-4596473.01,0.0076,0,DEPOSITS,float,1.0,<1m,0.3,core,
liability,Noncore Checking 170,-4753699.25,0.0062,0,DEPOSITS,float,1.0,<1m,0.21,noncore,
liability,Noncore Checking 171,-3658260.36,0.0168,0,DEPOSITS,float,1.0,<1m,0.17,noncore,
liability,Noncore Checking 172,-3049980.94,0.0161,0,DEPOSITS,float,1.0,<1m,0.31,noncore,
liability,Core Checking 173,-537506.95,0.0186,0,DEPOSITS,float,1.0,<1m,0.19,core,
liability,Noncore Checking 174,-2854337.76,0.0065,0,DEPOSITS,float,1.0,<1m,0.43,noncore,
liability,Core Checking 175,-2690711.59,0.0022,0,DEPOSITS,float,1.0,<1m,0.28,core,
liability,Core Checking 176,-1477963.86,0.0167,0,DEPOSITS,float,1.0,<1m,0.17,core,
liability,Core Checking 177,-522906.11,0.0077,0,DEPOSITS,float,1.0,<1m,0.6,core,
liability,Core Checking 178,-1119734.53,0.0177,0,DEPOSITS,float,1.0,<1m,0.57,core,
liability,Core Checking 179,-4813359.32,0.0117,0,DEPOSITS,float,1.0,<1m,0.67,core,
liability,Noncore Checking 180,-1141899.15,0.0149,0,DEPOSITS,float,1.0,<1m,0.36,noncore,
liability,Wholesale 181,-1014245.67,0.0161,25,WHOLESALE,float,0.47,6-12m,,,
liability,Core Checking 182,-4568732.71,0.018,0,DEPOSITS,float,1.0,<1m,0.65,core,
liability,Noncore Checking 183,-1279858.86,0.0093,0,DEPOSITS,float,1.0,<1m,0.63,noncore,
liability,Noncore Checking 184,-1126293.62,0.0156,0,DEPOSITS,float,1.0,<1m,0.25,noncore,
liability,Core Checking 185,-1397854.29,0.0068,0,DEPOSITS,float,1.0,<1m,0.28,core,
liability,Wholesale 186,-1491232.27,0.0214,34,WHOLESALE,float,0.37,6-12m,,,
liability,Noncore Checking 187,-2767168.28,0.014,0,DEPOSITS,float,1.0,<1m,0.31,noncore,
liability,Core Checking 188,-2599486.51,0.0193,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Wholesale 189,-273981.94,0.0418,9,WHOLESALE,fixed,0.0,1-3y,,,
liability,Wholesale 190,-2402569.82,0.0353,35,WHOLESALE,float,0.39,1-3y,,,
liability,Wholesale 191,-349900.87,0.0446,26,WHOLESALE,fixed,0.0,3-5y,,,
liability,Core Checking 192,-4133664.62,0.0176,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Core Checking 193,-746117.4,0.0168,0,DEPOSITS,float,1.0,<1m,0.49,core,
liability,Core Checking 194,-938295.78,0.0065,0,DEPOSITS,float,1.0,<1m,0.39,core,
liability,Core Checking 195,-773891.46,0.0151,0,DEPOSITS,float,1.0,<1m,0.5,core,
liability,Noncore Checking 196,-738591.2,0.0049,0,DEPOSITS,float,1.0,<1m,0.19,noncore,
liability,Noncore Checking 197,-2728870.94,0.0052,0,DEPOSITS,float,1.0,<1m,0.51,noncore,
liability,Wholesale 198,-1042498.18,0.0259,32,WHOLESALE,fixed,0.0,1-3y,,,
liability,Noncore Checking 199,-1016189.89,0.001,0,DEPOSITS,float,1.0,<1m,0.46,noncore,
liability,Core Checking 200,-935886.37,0.0049,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Noncore Checking 201,-2497171.44,0.0021,0,DEPOSITS,float,1.0,<1m,0.17,noncore,
liability,Core Checking 202,-4922133.2,0.0166,0,DEPOSITS,float,1.0,<1m,0.61,core,
liability,Core Checking 203,-4197589.06,0.0139,0,DEPOSITS,float,1.0,<1m,0.62,core,
liability,Noncore Checking 204,-2445591.64,0.0131,0,DEPOSITS,float,1.0,<1m,0.21,noncore,
liability,Noncore Checking 205,-3458594.13,0.0042,0,DEPOSITS,float,1.0,<1m,0.54,noncore,
liability,Core Checking 206,-2642712.8,0.0065,0,DEPOSITS,float,1.0,<1m,0.5,core,
liability,Wholesale 207,-1580299.58,0.0384,7,WHOLESALE,float,0.57,6-12m,,,
liability,Core Checking 208,-2411748.3,0.0015,0,DEPOSITS,float,1.0,<1m,0.37,core,
liability,Noncore Checking 209,-549588.4,0.0068,0,DEPOSITS,float,1.0,<1m,0.49,noncore,
liability,Wholesale 210,-1935654.1,0.0165,30,WHOLESALE,float,0.97,3-5y,,,
liability,Core Checking 211,-541040.28,0.004,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Wholesale 212,-790184.39,0.0466,12,WHOLESALE,float,0.66,3-5y,,,
liability,Core Checking 213,-3451700.23,0.0117,0,DEPOSITS,float,1.0,<1m,0.38,core,
liability,Wholesale 214,-592110.03,0.0425,5,WHOLESALE,float,0.95,5+y,,,
liability,Noncore Checking 215,-2194352.31,0.01,0,DEPOSITS,float,1.0,<1m,0.5,noncore,
liability,Noncore Checking 216,-4673355.1,0.0157,0,DEPOSITS,float,1.0,<1m,0.42,noncore,
liability,Core Checking 217,-1958344.75,0.0191,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Noncore Checking 218,-2316982.33,0.0019,0,DEPOSITS,float,1.0,<1m,0.61,noncore,
liability,Core Checking 219,-934431.98,0.003,0,DEPOSITS,float,1.0,<1m,0.66,core,
liability,Core Checking 220,-3919591.77,0.0196,0,DEPOSITS,float,1.0,<1m,0.59,core,
liability,Noncore Checking 221,-1564777.34,0.0181,0,DEPOSITS,float,1.0,<1m,0.2,noncore,
liability,Wholesale 222,-2316278.85,0.0297,4,WHOLESALE,fixed,0.0,1-3y,,,
liability,Core Checking 223,-668382.24,0.0152,0,DEPOSITS,float,1.0,<1m,0.36,core,
liability,Core Checking 224,-3340823.25,0.0016,0,DEPOSITS,float,1.0,<1m,0.2,core,
liability,Core Checking 225,-2522793.34,0.0035,0,DEPOSITS,float,1.0,<1m,0.48,core,
liability,Noncore Checking 226,-1380730.76,0.0103,0,DEPOSITS,float,1.0,<1m,0.51,noncore,
liability,Core Checking 227,-3839692.58,0.0092,0,DEPOSITS,float,1.0,<1m,0.42,core,
liability,Noncore Checking 228,-887082.34,0.0015,0,DEPOSITS,float,1.0,<1m,0.68,noncore,
liability,Core Checking 229,-649576.36,0.0037,0,DEPOSITS,float,1.0,<1m,0.1,core,
liability,Noncore Checking 230,-3057327.63,0.0174,0,DEPOSITS,float,1.0,<1m,0.3,noncore,
liability,Noncore Checking 231,-4809846.26,0.0148,0,DEPOSITS,float,1.0,<1m,0.42,noncore,
liability,Core Checking 232,-1433636.51,0.0167,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Core Checking 233,-4548900.91,0.0172,0,DEPOSITS,float,1.0,<1m,0.58,core,
liability,Core Checking 234,-3314618.15,0.0176,0,DEPOSITS,float,1.0,<1m,0.44,core,
liability,Core Checking 235,-2827610.9,0.0029,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Core Checking 236,-2932421.1,0.0014,0,DEPOSITS,float,1.0,<1m,0.59,core,
liability,Core Checking 237,-4226668.25,0.0084,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Wholesale 238,-642016.46,0.0251,34,WHOLESALE,fixed,0.0,1-3y,,,
liability,Core Checking 239,-2296488.47,0.0021,0,DEPOSITS,float,1.0,<1m,0.52,core,
liability,Core Checking 240,-2619404.18,0.0184,0,DEPOSITS,float,1.0,<1m,0.26,core,
liability,Core Checking 241,-2021203.59,0.006,0,DEPOSITS,float,1.0,<1m,0.3,core,
liability,Noncore Checking 242,-1126798.83,0.0114,0,DEPOSITS,float,1.0,<1m,0.54,noncore,
liability,Wholesale 243,-2057341.16,0.0457,32,WHOLESALE,fixed,0.0,<1m,,,
liability,Noncore Checking 244,-3037352.89,0.0126,0,DEPOSITS,float,1.0,<1m,0.6,noncore,
liability,Noncore Checking 245,-2056305.08,0.0023,0,DEPOSITS,float,1.0,<1m,0.35,noncore,
liability,Noncore Checking 246,-4682136.14,0.0179,0,DEPOSITS,float,1.0,<1m,0.39,noncore,
liability,Core Checking 247,-3754983.99,0.003,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Core Checking 248,-2076159.57,0.0101,0,DEPOSITS,float,1.0,<1m,0.57,core,
liability,Wholesale 249,-837714.38,0.0476,13,WHOLESALE,fixed,0.0,1-3y,,,
liability,Noncore Checking 250,-2207247.75,0.014,0,DEPOSITS,float,1.0,<1m,0.11,noncore,
liability,Core Checking 251,-2242061.55,0.0082,0,DEPOSITS,float,1.0,<1m,0.18,core,
liability,Noncore Checking 252,-2972952.16,0.0032,0,DEPOSITS,float,1.0,<1m,0.17,noncore,
liability,Noncore Checking 253,-4565980.81,0.0077,0,DEPOSITS,float,1.0,<1m,0.31,noncore,
liability,Wholesale 254,-866876.58,0.0182,15,WHOLESALE,fixed,0.0,6-12m,,,
liability,Noncore Checking 255,-4497509.02,0.0161,0,DEPOSITS,float,1.0,<1m,0.44,noncore,
liability,Wholesale 256,-241715.97,0.0402,5,WHOLESALE,fixed,0.0,<1m,,,
liability,Core Checking 257,-1312670.65,0.0018,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Noncore Checking 258,-1599099.55,0.0066,0,DEPOSITS,float,1.0,<1m,0.46,noncore,
liability,Core Checking 259,-1050693.61,0.0025,0,DEPOSITS,float,1.0,<1m,0.25,core,
liability,Core Checking 260,-2727181.63,0.015,0,DEPOSITS,float,1.0,<1m,0.31,core,
liability,Wholesale 261,-816804.41,0.04,19,WHOLESALE,float,0.85,5+y,,,
liability,Noncore Checking 262,-2870798.84,0.0061,0,DEPOSITS,float,1.0,<1m,0.52,noncore,
liability,Core Checking 263,-742988.9,0.0181,0,DEPOSITS,float,1.0,<1m,0.52,core,
liability,Noncore Checking 264,-1759027.3,0.0049,0,DEPOSITS,float,1.0,<1m,0.18,noncore,
liability,Wholesale 265,-845500.59,0.041,8,WHOLESALE,fixed,0.0,3-6m,,,
liability,Noncore Checking 266,-4045730.25,0.0017,0,DEPOSITS,float,1.0,<1m,0.24,noncore,
liability,Core Checking 267,-3938863.91,0.0191,0,DEPOSITS,float,1.0,<1m,0.11,core,
liability,Noncore Checking 268,-1716343.58,0.0122,0,DEPOSITS,float,1.0,<1m,0.28,noncore,
liability,Wholesale 269,-367216.12,0.0449,25,WHOLESALE,float,0.65,6-12m,,,
liability,Core Checking 270,-1510018.03,0.0082,0,DEPOSITS,float,1.0,<1m,0.5,core,
liability,Core Checking 271,-3471811.06,0.0016,0,DEPOSITS,float,1.0,<1m,0.56,core,
liability,Wholesale 272,-2748151.21,0.0414,17,WHOLESALE,float,0.95,5+y,,,
liability,Noncore Checking 273,-1474448.67,0.0015,0,DEPOSITS,float,1.0,<1m,0.54,noncore,
liability,Noncore Checking 274,-4395840.31,0.0159,0,DEPOSITS,float,1.0,<1m,0.66,noncore,
liability,Noncore Checking 275,-4133285.13,0.0115,0,DEPOSITS,float,1.0,<1m,0.67,noncore,
liability,Wholesale 276,-1004771.73,0.0497,34,WHOLESALE,float,0.6,3-6m,,,
liability,Core Checking 277,-2215809.66,0.0152,0,DEPOSITS,float,1.0,<1m,0.65,core,
liability,Core Checking 278,-568325.36,0.0162,0,DEPOSITS,float,1.0,<1m,0.67,core,
liability,Core Checking 279,-1624696.77,0.0113,0,DEPOSITS,float,1.0,<1m,0.3,core,
liability,Core Checking 280,-3269962.62,0.0079,0,DEPOSITS,float,1.0,<1m,0.5,core,
liability,Noncore Checking 281,-4146167.74,0.0126,0,DEPOSITS,float,1.0,<1m,0.17,noncore,
liability,Noncore Checking 282,-1944452.26,0.006,0,DEPOSITS,float,1.0,<1m,0.21,noncore,
liability,Core Checking 283,-2479591.76,0.0099,0,DEPOSITS,float,1.0,<1m,0.68,core,
liability,Core Checking 284,-4299463.99,0.0051,0,DEPOSITS,float,1.0,<1m,0.14,core,
liability,Wholesale 285,-974047.88,0.0364,29,WHOLESALE,float,0.97,1-3m,,,
liability,Core Checking 286,-4040310.69,0.0059,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Core Checking 287,-1285228.93,0.0176,0,DEPOSITS,float,1.0,<1m,0.49,core,
liability,Core Checking 288,-3445703.73,0.0045,0,DEPOSITS,float,1.0,<1m,0.4,core,
liability,Core Checking 289,-1928004.96,0.0115,0,DEPOSITS,float,1.0,<1m,0.24,core,
liability,Wholesale 290,-2977519.18,0.0491,23,WHOLESALE,fixed,0.0,1-3y,,,
liability,Noncore Checking 291,-3202604.77,0.0076,0,DEPOSITS,float,1.0,<1m,0.15,noncore,
liability,Core Checking 292,-2799659.83,0.0055,0,DEPOSITS,float,1.0,<1m,0.3,core,
liability,Core Checking 293,-4202118.24,0.0089,0,DEPOSITS,float,1.0,<1m,0.49,core,
liability,Wholesale 294,-600622.55,0.0264,27,WHOLESALE,float,0.53,3-5y,,,
liability,Core Checking 295,-4741157.98,0.0066,0,DEPOSITS,float,1.0,<1m,0.12,core,
liability,Core Checking 296,-1808926.85,0.0039,0,DEPOSITS,float,1.0,<1m,0.45,core,
liability,Core Checking 297,-1451658.41,0.0069,0,DEPOSITS,float,1.0,<1m,0.53,core,
liability,Noncore Checking 298,-4025602.17,0.0145,0,DEPOSITS,float,1.0,<1m,0.66,noncore,
liability,Core Checking 299,-3122088.11,0.0135,0,DEPOSITS,float,1.0,<1m,0.19,core,
liability,Noncore Checking 300,-3421454.35,0.0191,0,DEPOSITS,float,1.0,<1m,0.68,noncore,
liability,Wholesale 301,-1783126.68,0.0499,8,WHOLESALE,float,0.68,5+y,,,
liability,Wholesale 302,-2434975.53,0.0362,13,WHOLESALE,float,0.52,5+y,,,
liability,Noncore Checking 303,-4599812.85,0.0072,0,DEPOSITS,float,1.0,<1m,0.58,noncore,
liability,Wholesale 304,-846493.97,0.026,16,WHOLESALE,fixed,0.0,6-12m,,,
